SITE_ID,DESCRIPTION,LONGITUDE,LATITUDE,AADT,TDIST,PERCENT_HV,RSECT_ID,ROAD_NAME,TDIST_START,TDIST_END
21131,144 - 400m South of Murdering Creek Road,153.0664648,-26.47981147,18007,3.7,6.42,144,EMU MOUNTAIN ROAD,1.22,3.98
23708,144 - 300m South of Walter Hay Drive,153.034253,-26.44621964,17535,9.07,8.99,144,EMU MOUNTAIN ROAD,3.98,9.37
20364,144 - 800m West of Walter Hay Drive,153.0268955,-26.44208307,9352,10.11,6.36,144,EMU MOUNTAIN ROAD,9.37,10.34
20049,145 - 200m South of Ferrells Road,152.912365,-26.42763253,7960,0.63,7.91,145,COOROY CONNECTION ROAD,0,1.96
21130,145 - Cooroy School Pedestrian Crossing,152.9114216,-26.41466542,9491,2.19,5.51,145,COOROY CONNECTION ROAD,1.96,3.09
20050,145 - 100m North of Pearsons Rd,152.9089886,-26.40512853,7874,3.12,9.04,145,COOROY CONNECTION ROAD,3.09,6.03
21266,145 - 50m North of Rose Gum Road,152.8840933,-26.39243974,3954,6.4,8.2,145,COOROY CONNECTION ROAD,6.03,7.92
92192,500m West Bruce Highway Intersection,146.8415152,-19.33412043,1967,0.53,39.24,14A,FLINDERS HIGHWAY,0,2.474
90060,200m Sth of Mt. Stuart Road,146.8372434,-19.36258277,6622,4.039,30.1,14A,FLINDERS HIGHWAY,2.474,9.419
91389,WiM Site Calcium,146.8365429,-19.62455593,2471,35.269,22.15,14A,FLINDERS HIGHWAY,9.419,122.108
91328,400m from Inter with 98C ( New Queen Rd),146.2872029,-20.06543505,1683,122.509,27.84,14A,FLINDERS HIGHWAY,122.108,124.93
91329,14A 300m East of Rainbow Rd,146.266813,-20.08303614,2648,125.749,20.67,14A,FLINDERS HIGHWAY,124.93,126.149
91299,350M Ch. Towers side of DSC depot,146.2488354,-20.09938395,2609,2.36,24.48,14B,FLINDERS HIGHWAY,0,3.48
91324,500m West of Greg Dev Rd 98B,146.2401935,-20.11107201,1012,4.02,33.79,14B,FLINDERS HIGHWAY,3.48,61.794
90009,Homestead 74km West of Charters Twrs,145.6428653,-20.37004251,668,74.385,40.26,14B,FLINDERS HIGHWAY,61.794,139.718
100107,2.1 km east of Torrens Creek bridge,145.051292,-20.76359789,529,153.867,50.51,14B,FLINDERS HIGHWAY,139.718,244.788
100055,10km east of Hughenden Town,144.274119,-20.875186,838,237.24,28.72,14B,FLINDERS HIGHWAY,244.788,247.288
100148,17.22km west of Hughenden,144.042239,-20.86644387,371,17.22,44.5,14C,FLINDERS HIGHWAY,0,114.829
100019,Spellary Creek,142.0507112,-20.65160339,366,116.9,46.24,14D,FLINDERS HIGHWAY,0,149.31
100178,3.18km west of Int 14E/14D/5807,141.7119558,-20.65773591,491,3.18,34.57,14E,FLINDERS HIGHWAY,0,3.6
100154,2.7km west of Int 14E/78A,141.6819671,-20.66080214,219,6.33,39.13,14E,FLINDERS HIGHWAY,3.6,24.5
100005,2km east of int 14E/13H,140.6489226,-20.73246128,412,121.3,40.41,14E,FLINDERS HIGHWAY,24.5,123.03
100052,10km East of Cloncurry,140.6071954,-20.72401907,859,125.9,38.55,14E,FLINDERS HIGHWAY,123.03,134.32
100060,420metres east of Railway xing,140.5277187,-20.707078,997,134.5,21.53,14E,FLINDERS HIGHWAY,134.32,136.31
100035,Ramsay Street Cloncurry opp St Vincent's,140.505429,-20.706908,2710,136.82,8.65,14E,FLINDERS HIGHWAY,136.31,136.83
21129,150A - Between Bruce Hwy & Rd 134,153.0464048,-26.71931992,45236,0.45,6.97,150A,SUNSHINE MOTORWAY,0,1.05
23733,150A - Between Rd 134 & Stringybark Rd,153.0573892,-26.71192062,45887,1.9,5.3,150A,SUNSHINE MOTORWAY,1.05,3.26
20070,150A - 400m West of Kawana Way Int,153.0735722,-26.71191487,52628,3.53,8.59,150A,SUNSHINE MOTORWAY,3.26,4.87
23713,150A - East of Kawana Way,153.0985706,-26.70740898,40411,6.18,4.65,150A,SUNSHINE MOTORWAY,4.87,6.85
23732,150A - East of Karawatha Dr on/off ramps,153.1013298,-26.70077521,37871,7,6.64,150A,SUNSHINE MOTORWAY,6.85,7.7
23239,150A - West of Rd 150B overpass,153.1089991,-26.69522503,29178,8,3.39,150A,SUNSHINE MOTORWAY,7.7,8.19
21128,At Rd 150B O'Pass,153.1117095,-26.69383097,33814,8.3,3.46,150A,SUNSHINE MOTORWAY,8.19,8.56
23522,150A - West of Brisbane Rd,153.1145874,-26.69345063,25213,8.58,4.86,150A,SUNSHINE MOTORWAY,8.56,8.63
23223,150B  - Abut B Parrerra Channel,153.1146912,-26.69656259,48516,0.08,,150B,SUNSHINE MOTORWAY,0,0.23
20071,150B - 150m North of 150A Overpass,153.1093012,-26.69123492,38529,0.89,7.1,150B,SUNSHINE MOTORWAY,0.23,1.25
22885,150B - Between Rd 150A and Rd 134,153.1063973,-26.68754644,65852,1.4,38.39,150B,SUNSHINE MOTORWAY,1.25,3.05
23734,150B-Btw Mooloolaba Rd and Maroochy Blvd,153.0924967,-26.67066329,55027,3.7,7.36,150B,SUNSHINE MOTORWAY,3.05,4.66
20268,150B - 740m North of Maroochy Blvd,153.0725761,-26.66652161,58664,5.7,8.37,150B,SUNSHINE MOTORWAY,4.66,6.65
21136,150B - North of Main Road Overpass,153.0657527,-26.65338141,51855,7.6,4.11,150B,SUNSHINE MOTORWAY,6.65,8.69
20072,150B - 250m Nth of Maroochy River Bridge,153.06871,-26.63660433,49405,9.5,2.6,150B,SUNSHINE MOTORWAY,8.69,11.34
23829,150B - North of SSMW/David Low Way int,153.0713422,-26.6186922,35652,11.5,3.38,150B,SUNSHINE MOTORWAY,11.34,12.99
20734,150B - Under West Coolum Rd Overpass,153.0738517,-26.56392371,28630,17.89,9.14,150B,SUNSHINE MOTORWAY,12.99,21.11
20833,150B - Under Havana Rd Foot Bridge,153.0823744,-26.50236569,21135,25.01,7.53,150B,SUNSHINE MOTORWAY,21.11,25.72
23807,151 - South of Woodlands Drive,153.1091591,-26.75791247,16869,4.45,5.69,151,CALOUNDRA - MOOLOOLABA ROAD,0,4.47
23859,151 -  btwn Kawana Way & Woodlands Bvd,153.1115029,-26.75675181,18334,4.73,4.4,151,CALOUNDRA - MOOLOOLABA ROAD,4.47,4.75
23612,152 - 500 Sth of Sunshine Motorway 150A,153.0936837,-26.71389,20872,0.5,6.27,152,KAWANA WAY (SUNSHINE MTWY - NICKLIN WAY),0,3.27
23630,152 - Btw Jamacia Way & Kawana Is Bvd,153.1220217,-26.71808766,20214,3.7,7.81,152,KAWANA WAY (SUNSHINE MTWY - NICKLIN WAY),3.27,4.05
23631,152 - Btw Kawana Is Bvd & Premier Crt,153.1231073,-26.72413614,27259,4.4,4.71,152,KAWANA WAY (SUNSHINE MTWY - NICKLIN WAY),4.05,4.98
23640,152 - Between Meter Linkway & Capital Pl,153.120476,-26.73457038,27184,5.6,2.57,152,KAWANA WAY (SUNSHINE MTWY - NICKLIN WAY),4.98,5.8
23632,152 - North of Lake Kawana Bvd,153.1179471,-26.74018074,30636,6.3,3.37,152,KAWANA WAY (SUNSHINE MTWY - NICKLIN WAY),5.8,6.53
23839,152 Btwn Lake Kawana Bvd & Creekside Bvd,153.1111872,-26.74939368,21405,7.6,5,152,KAWANA WAY (SUNSHINE MTWY - NICKLIN WAY),6.53,8.45
20791,153 - South of Beerburrum St,153.1241066,-26.78184217,21006,2.2,8.33,153,NICKLIN WAY,0,2.37
21135,153 - North of Beerburrum Street,153.1259218,-26.77915529,24625,2.55,2.07,153,NICKLIN WAY,2.37,3.21
21223,153 - 30m South of Erang St,153.1223332,-26.76926125,36898,3.71,2.22,153,NICKLIN WAY,3.21,3.74
21224,153 - 30m North of Erang St,153.1221366,-26.7687487,39508,3.77,5.92,153,NICKLIN WAY,3.74,4.89
20224,Rd 153 - 50m south of Wurley Drive,153.1285324,-26.74691857,30335,6.35,3.66,153,NICKLIN WAY,4.89,6.47
23642,Rd 153 - North of lake Kawana Blvd,153.1286473,-26.74467323,32422,6.6,1.93,153,NICKLIN WAY,6.47,8.15
20014,153 - 200m North of Waterview Street,153.1293673,-26.72310862,40320,9,7.89,153,NICKLIN WAY,8.15,9.37
20466,153 - South of Lutana Street,153.1299754,-26.71074531,49442,10.37,3.3,153,NICKLIN WAY,9.37,10.94
21134,153 North of Lutana Street,153.1296628,-26.70526761,49666,10.98,3.48,153,NICKLIN WAY,10.94,11.27
21133,153 - South of Kensington Drive,153.123937,-26.70060232,59026,11.78,3.28,153,NICKLIN WAY,11.27,11.83
20861,153 - South of Brisbane Rd Onramp to 153,153.1190204,-26.6989761,58475,12.3,1.93,153,NICKLIN WAY,11.83,12.31
20860,153 - Abut B Parrearra Channel,153.1172869,-26.69825472,48486,12.49,,153,NICKLIN WAY,12.31,12.73
100062,East abut (A) Cloncurry River bridge,140.4914942,-20.70348044,1322,1.5,25.14,15A,BARKLY HIGHWAY,0,2.05
100021,WiM Site Cloncurry,140.4438951,-20.71838203,991,7.048,32.56,15A,BARKLY HIGHWAY,2.05,114.05
100063,500m east of Breakaway dr T/O on 15A,139.5259133,-20.7230751,1080,117,28.74,15A,BARKLY HIGHWAY,114.05,120.55
100175,East side of Leichardt River Bridge,139.4900154,-20.72409599,3649,0.41,14.33,15B,BARKLY HIGHWAY,0,0.67
100065,Mount Isa Airport,139.4940818,-20.67073695,3136,6.81,22.08,15B,BARKLY HIGHWAY,0.67,7.28
100088,WiM Site Mt Isa,139.4851109,-20.62334094,2260,12.25,16.61,15B,BARKLY HIGHWAY,7.28,18.5
100006,50km west of Mt Isa (W of Gunpowder Int),139.2909759,-20.37605689,401,50.9,37.77,15B,BARKLY HIGHWAY,18.5,99.99
100067,37km West of Thorntonia T/O,138.4303672,-19.95728762,342,156.31,30.62,15B,BARKLY HIGHWAY,99.99,187.695
100179,550metres west of int 15B/6801,138.131632,-19.92235369,396,188.28,28.44,15B,BARKLY HIGHWAY,187.695,189.395
100071,6km west of Camooweal,138.1038968,-19.92181207,325,1.87,33.93,15C,BARKLY HIGHWAY,0,13.16
120862,Burgowan Road   T/dist 1.457,152.5854121,-25.33582266,2423,1.457,9,1603,BURRUM HEADS ROAD,0,1.664
121018,N/East of Burgowan Road   T/dist 1.89,152.5851962,-25.33289876,1227,1.89,12.03,1603,BURRUM HEADS ROAD,1.664,14.7
120290,100m north of Pialba-Burrum Heads Road,152.6032913,-25.23436044,2376,14.803,9.63,1603,BURRUM HEADS ROAD,14.7,20.83
122076,East of Scrub Hill Rd T/Dist 0.722,152.8072484,-25.28787117,12057,0.722,5.11,162,PIALBA - BURRUM HEADS ROAD,0,1.014
120217,200m West of Valfern Cres  T/dist 3.122,152.7852855,-25.28688392,11319,3.122,7.83,162,PIALBA - BURRUM HEADS ROAD,1.014,4.894
121020,165m West of Crawford Dr  T/dist 6.312,152.7541623,-25.28191482,9669,6.312,7.32,162,PIALBA - BURRUM HEADS ROAD,4.894,6.945
121019,185m East From Castles Rd  T/dist 9.012,152.7278691,-25.28265301,7224,9.012,6.99,162,PIALBA - BURRUM HEADS ROAD,6.945,9.185
120881,190m East/Toogoom Cane Rd  T/dist 11.60,152.7042131,-25.27486358,6247,11.6,8.22,162,PIALBA - BURRUM HEADS ROAD,9.185,12.017
120981,Eastbound from Toogoom Rd  T/dist 15.772,152.664939,-25.26732075,3896,15.722,8.84,162,PIALBA - BURRUM HEADS ROAD,12.017,15.859
120880,East of Beelbi Ck Bridge  T/dist 16.004,152.6621621,-25.26759962,2256,16.004,8.95,162,PIALBA - BURRUM HEADS ROAD,15.859,23.739
120871,120m South of Iindah Road  T/dist 0.129,152.666759,-25.56046245,5228,0.129,16.8,163,MARYBOROUGH - HERVEY BAY ROAD,0,0.249
120991,Nth of Oleander Dr (M'boro) T/dist 0.960,152.672539,-25.55521486,8661,0.96,10,163,MARYBOROUGH - HERVEY BAY ROAD,0.249,1.448
120865,70m South of Staib St  T/dist 2.446,152.6827747,-25.54569182,15425,2.446,8.57,163,MARYBOROUGH - HERVEY BAY ROAD,1.448,3.183
120984,Nth/Lamington Bridge M'boro T/dist 3.29,152.6892371,-25.54239793,16280,3.29,7.11,163,MARYBOROUGH - HERVEY BAY ROAD,3.183,4.09
120866,55m N/E of Sussex St  T/dist 4.80,152.6987606,-25.53187853,8502,4.8,5.52,163,MARYBOROUGH - HERVEY BAY ROAD,4.09,4.963
120863,East of Ferry Street  T/dist 5.06,152.7005863,-25.53126794,7828,5.06,9.77,163,MARYBOROUGH - HERVEY BAY ROAD,4.963,5.36
120864,East of Percy Street  T/dist 6.065,152.7070486,-25.5279724,8034,6.065,9.37,163,MARYBOROUGH - HERVEY BAY ROAD,5.36,7.65
120983,Near Lange's Fencing   T/dist 8.303,152.7101701,-25.50801904,14116,8.303,11.18,163,MARYBOROUGH - HERVEY BAY ROAD,7.65,8.503
120766,Nth of St.Helen's School  T/dist 9.19,152.7111264,-25.5001331,12608,9.19,9.19,163,MARYBOROUGH - HERVEY BAY ROAD,8.503,14.408
120985,North of Susan River  T/dist 20.75,152.7602326,-25.4134573,12097,20.75,10.13,163,MARYBOROUGH - HERVEY BAY ROAD,14.408,27.087
120025,Nikenbah (S/W Chappel Rd)  T/dist 32.607,152.8012253,-25.31875174,9524,32.607,8.98,163,MARYBOROUGH - HERVEY BAY ROAD,27.087,35.009
120994,310m Nth Of Urraween Rd  T/dist 35.32,152.8111286,-25.29624783,10924,35.32,7.26,163,MARYBOROUGH - HERVEY BAY ROAD,35.009,36.21
120775,Condor Lakes (Mboro side)  T/dist 36.50,152.8157318,-25.28781977,18496,36.412,6.13,163,MARYBOROUGH - HERVEY BAY ROAD,36.21,36.824
120756,East of Nissen St (BHD)  T/dist 37.932,152.8295768,-25.28696915,19087,37.932,4.14,163,MARYBOROUGH - HERVEY BAY ROAD,36.824,38.817
120220,Boat Hbr Dr East/Hunter St T/dist 39.166,152.8418322,-25.2886782,18980,39.193,5.22,163,MARYBOROUGH - HERVEY BAY ROAD,38.817,41.083
120759,East of Bideford Rd (BHD)  T/dist 42.652,152.8759595,-25.29097346,11107,42.679,3.56,163,MARYBOROUGH - HERVEY BAY ROAD,41.083,42.769
120986,East of Howard St (BHD)  T/dist 43.80,152.8870911,-25.29247588,12281,43.827,3.15,163,MARYBOROUGH - HERVEY BAY ROAD,42.769,44.497
120773,610m East of 163/164/1632   T/dist 0.61,152.7798406,-25.35304574,5737,1.079,10.24,1632,BOORAL ROAD,0,6.484
120758,West of Bingham Road  T/dist 8.25,152.8520708,-25.3441965,5003,8.719,10.24,1632,BOORAL ROAD,6.484,12.634
120993,North of River Heads Rd  T/dist 14.00,152.8941541,-25.32649891,7290,14.469,9.19,1632,BOORAL ROAD,12.634,14.798
120982,Near The Roofin Spot   T/dist 16.483,152.8882451,-25.30495411,9796,16.952,8.77,1632,BOORAL ROAD,14.798,18.393
120987,In Torbanlea Township  T/dist 0.20,152.5932782,-25.34736868,3325,0.2,12.95,164,TORBANLEA - PIALBA ROAD,0,0.6
120027,4km East of Torbanlea  T/dist 4.50,152.6264497,-25.32943078,2305,4.5,13.73,164,TORBANLEA - PIALBA ROAD,0.6,14.949
120988,West of 163  T/dist 19.878,152.7545544,-25.35578448,3240,19.878,12.28,164,TORBANLEA - PIALBA ROAD,14.949,21.688
120867,South of Ferry Street  T/dist 0.274,152.6964336,-25.53842342,11972,0.274,8.29,166,MARYBOROUGH - COOLOOLA ROAD,0,0.585
121021,S/E of Richmond St (M'boro) T/dist 1.012,152.7019741,-25.5426152,5550,1.012,16.42,166,MARYBOROUGH - COOLOOLA ROAD,0.585,1.162
120868,March Street  T/dist 1.41,152.7047597,-25.54186367,2742,1.41,24.41,166,MARYBOROUGH - COOLOOLA ROAD,1.162,1.601
120870,Kent Street  T/dist 1.862,152.7080247,-25.54197399,7589,1.862,11.57,166,MARYBOROUGH - COOLOOLA ROAD,1.601,2.038
121014,Granville (Odessa St)  T/dist 3.05,152.7162684,-25.54118439,9063,3.05,8.27,166,MARYBOROUGH - COOLOOLA ROAD,2.038,3.127
120767,Cambridge St to May St  T/dist 3.364,152.7186185,-25.54205626,5539,3.364,11.95,166,MARYBOROUGH - COOLOOLA ROAD,3.127,3.409
121022,S/East of Bushnell St  T/dist 4.456,152.7269894,-25.54831602,3930,4.456,14.81,166,MARYBOROUGH - COOLOOLA ROAD,3.409,5.505
120500,S/E of Bidwill Rd    T/dist 7.419,152.7502759,-25.5646267,2575,7.419,14.62,166,MARYBOROUGH - COOLOOLA ROAD,5.505,18.383
120768,M'boro - Tiaro Boundry  T/dist 28.46,152.845794,-25.711142,1462,28.46,20.87,166,MARYBOROUGH - COOLOOLA ROAD,18.383,55.72
20486,350m north of Tin Can Bay Rd,152.900092,-25.953605,1269,59.435,19.39,166,MARYBOROUGH - COOLOOLA ROAD,55.72,60.01
60039,Capricorn Hwy 1.5Km West Bruce Hwy,150.4684811,-23.41337199,15792,3.07,18.01,16A,CAPRICORN HIGHWAY,0,5.69
60010,Capricorn Hwy  3km West Gracemere,150.4311495,-23.44800147,5004,8.69,30.79,16A,CAPRICORN HIGHWAY,5.69,13.367
61457,Capricorn Hwy WiM Site at  Kabra,150.3850107,-23.4784629,4002,14.58,25.53,16A,CAPRICORN HIGHWAY,13.367,17.856
60040,Capricorn Hwy 1Km East of Westwood,150.1623523,-23.61009924,3293,44,27.44,16A,CAPRICORN HIGHWAY,17.856,51.62
60045,Capricorn Hwy  at 41 Mile Ck,150.0139288,-23.68492784,2810,64,29.56,16A,CAPRICORN HIGHWAY,51.62,73.35
150050,Capricorn Hwy 300m East of Int 16A/462,149.773823,-23.78610982,2839,92.22,29.57,16A,CAPRICORN HIGHWAY,73.35,106.38
150018,5km East of Bridgewater Ck,149.4597108,-23.66505237,2646,22.85,26.95,16B,CAPRICORN HIGHWAY,0,36.04
159727,Capricorn Hwy 2.4km W Yarrabee Mine Rd,148.9464783,-23.58504233,2836,77.25,24.94,16B,CAPRICORN HIGHWAY,36.04,82.671
159676,Capricorn Hwy 200m W of Int 16B/469,148.8780674,-23.58572374,3749,84.235,23.05,16B,CAPRICORN HIGHWAY,82.671,86.15
159701,Cap Hwy 1km W of Blackwater Mine CHPP,148.8275318,-23.58557409,2426,89.41,20.9,16B,CAPRICORN HIGHWAY,86.15,90.56
159648,Capricorn Hwy 50m W of Comet River,148.5254262,-23.60500066,2155,120.653,22.44,16B,CAPRICORN HIGHWAY,90.56,127.95
150024,Capricorn Hwy  400m W of Foley Rd,148.2450379,-23.55297674,2829,150,15.65,16B,CAPRICORN HIGHWAY,127.95,157.56
159697,Capricorn Hwy 200m W of Codenwarra Rd,148.1714242,-23.53397446,9737,157.84,16.41,16B,CAPRICORN HIGHWAY,157.56,158.95
159698,Capricorn Hwy 70m W Borilla St(Emerald),148.1604917,-23.5266557,12771,159.25,12.63,16B,CAPRICORN HIGHWAY,158.95,159.55
159673,Capricorn Hwy 200m E of Int.16C/Selma Rd,148.1504638,-23.52502844,6697,0.89,20.05,16C,CAPRICORN HIGHWAY,0,1.08
159674,Capricorn Hwy 250m W of Int.16C/Selma Rd,148.1463714,-23.52593336,2552,1.325,19.43,16C,CAPRICORN HIGHWAY,1.08,2.17
150014,Capricorn Hwy 500m West of Marshall Road,148.0968798,-23.53042562,1209,6.4,21.21,16C,CAPRICORN HIGHWAY,2.17,43.3
159568,Capricorn Hwy 500m W of Int.16C/5501,147.7318036,-23.54597389,456,43.8,35.62,16C,CAPRICORN HIGHWAY,43.3,70.531
159715,250m W of Kelly's Creek,147.3829483,-23.70269419,391,85.451,26.43,16C,CAPRICORN HIGHWAY,70.531,107.95
150030,Capricorn Highway 8km East of Alpha,146.7134834,-23.6493258,422,159.5,29.6,16C,CAPRICORN HIGHWAY,107.95,167.94
150002,Capricorn Hwy 16D 3.5km West of Alpha,146.6042212,-23.64473183,408,3.5,34.73,16D,CAPRICORN HIGHWAY,0,54.27
150003,Capricorn Hwy 16D 10km West of Jericho,146.0246242,-23.58739369,338,64.27,27.63,16D,CAPRICORN HIGHWAY,54.27,80.65
70007,5.75km east of Barcaldine,145.3401704,-23.55508305,385,134.74,28.42,16D,CAPRICORN HIGHWAY,80.65,140.49
120817,West of Church Rd  T/dist 7.358,152.1687,-24.939345,1597,8.358,14.14,1703,THE CEDARS ROAD,0,9.166
121024,Near Isis Golf Club Shed  T/dist 1.625,152.30299,-25.231638,1925,1.693,16.02,171,GOODWOOD ROAD,0,1.758
120885,Near Isis Golf Clubhouse  T/dist 2.27,152.304032,-25.226292,3344,2.278,12.47,171,GOODWOOD ROAD,1.758,9.086
120887,400m West/Woodgate T/off  T/dist 17.447,152.380133,-25.146877,3264,17.48,13.76,171,GOODWOOD ROAD,9.086,17.868
120185,Old Isis/Burnett Boundary  T/dist 31.339,152.349293,-25.047052,3491,31.379,14.4,171,GOODWOOD ROAD,17.868,39.343
120941,North of Elliott River  T/dist 40.37,152.37887,-24.977825,3884,40.405,15.55,171,GOODWOOD ROAD,39.343,47.288
122086,Nth of Elverys Rd (Sth of Ring Road),152.36848,-24.907307,9253,48.465,10.12,171,GOODWOOD ROAD,47.288,50.74
120890,S/East of Maynards Rd   T/dist 50.877,152.3575906,-24.88770536,13220,50.9,4.08,171,GOODWOOD ROAD,50.74,51.107
120943,Near Coleman St  T/dist 51.694,152.35438,-24.8809,12457,51.721,4.82,171,GOODWOOD ROAD,51.107,51.943
120823,South of Degunst St  T/dist 0.26,152.367027,-24.877288,7541,0.291,2.67,172,ELLIOTT HEADS ROAD,0,1.048
121036,South of Andersen St  T/dist 1.416,152.375663,-24.88332749,5872,1.385,3.68,172,ELLIOTT HEADS ROAD,1.048,2.702
120310,597m East of Hummock Road  T/dist 8.571,152.440152,-24.86421,4759,8.451,5.84,172,ELLIOTT HEADS ROAD,2.702,9.339
120822,290m East/Innes Park Rd Int  T/dist 9.66,152.448872,-24.870062,2033,9.65,8.02,172,ELLIOTT HEADS ROAD,9.339,11.945
122048,South of Barolin Homestead Road Ch 12.45,152.45873,-24.888922,2192,12.459,7.83,172,ELLIOTT HEADS ROAD,11.945,17.969
120821,Near Par 3 Golf Course  T/dist 0.81,152.455133,-24.866685,3048,0.742,5.74,1720,INNES PARK ROAD,0,1.74
120891,Near Officeworks/Bourbong St T/dist0.175,152.3393866,-24.86859215,28904,0.175,4.38,174,BUNDABERG - BARGARA ROAD,0,0.942
121147,Old Police Station/M'boro St T/dist 0.99,152.346183,-24.865982,11335,1.016,4.55,174,BUNDABERG - BARGARA ROAD,0.942,1.042
120101,Adj Quay St Ped Signals T/dist 1.421,152.35003,-24.864397,18497,1.468,6.45,174,BUNDABERG - BARGARA ROAD,1.042,2.208
120898,Kendalls Flats/Netball Crts T/dist 2.647,152.361092,-24.86277,16593,2.688,31.01,174,BUNDABERG - BARGARA ROAD,2.208,3.309
121122,Princes St/East End Hotel  T/dist 3.73,152.36891,-24.859202,16995,3.649,5.46,174,BUNDABERG - BARGARA ROAD,3.309,4.066
120899,Near the Roofin Spot  T/dist 4.20,152.3727791,-24.85586482,13481,4.2,5.83,174,BUNDABERG - BARGARA ROAD,4.066,5.34
120019,400m east of Kalkie  T/dist 7.032,152.3986554,-24.84605249,8753,7.032,6.35,174,BUNDABERG - BARGARA ROAD,5.34,8.18
120893,West of Rehbein Ave  T/dist 8.52,152.41279,-24.840415,9697,8.609,4.9,174,BUNDABERG - BARGARA ROAD,8.18,9.763
121037,150m East of Rehbein Ave  T/dist 9.914,152.42368,-24.83385,9504,9.936,7.04,174,BUNDABERG - BARGARA ROAD,9.763,11.887
120945,Potters Rd to Seaview Rd   T/dist 12.172,152.44119,-24.822267,10911,12.134,6.24,174,BUNDABERG - BARGARA ROAD,11.887,13.159
120892,East/Hughes Rd to Bargara  T/dist 13.224,152.452065,-24.82033,9061,13.223,5.45,174,BUNDABERG - BARGARA ROAD,13.159,14.417
120894,West/Eriksen St (Start Road) T/dist 0.15,152.331492,-24.877503,8268,0.136,4.39,175,BUNDABERG - PORT ROAD,0,1.136
121146,West of Faldt Street   T/dist 1.251,152.342937,-24.879075,11696,1.319,4.28,175,BUNDABERG - PORT ROAD,1.136,2.138
121148,East of McIlwraith Street   T/dist 2.36,152.352662,-24.879063,13074,2.34,4.22,175,BUNDABERG - PORT ROAD,2.138,2.46
120200,Between Hunter & Water Sts  T/dist 3.02,152.3591161,-24.87737954,15981,3.02,3.61,175,BUNDABERG - PORT ROAD,2.46,3.478
120825,East of Reddan Street  T/dist 4.00,152.3681266,-24.87424294,11250,4,6.62,175,BUNDABERG - PORT ROAD,3.478,4.729
120826,574m East of Grier St  T/dist 5.73,152.38051,-24.869165,9615,5.37,5.89,175,BUNDABERG - PORT ROAD,4.729,8.291
120895,North of Windemere Road   T/dist 9.416,152.40838,-24.845297,5757,9.627,13.27,175,BUNDABERG - PORT ROAD,8.291,9.99
120100,480m West/B'berg-Bargara Rd T/dist 10.47,152.411988,-24.821405,4086,12.297,13.34,175,BUNDABERG - PORT ROAD,9.99,15.24
120820,West/Port & Burnett Hds Rds T/dist 15.98,152.412882,-24.793967,1161,15.598,18.23,175,BUNDABERG - PORT ROAD,15.24,19.74
121038,North of Port Road (175)   T/dist 0.215,152.416785,-24.791818,2882,0.353,7.53,1751,BURNETT HEADS ROAD,0,3.485
120023,Burnett River Bridge  T/d 0.068,152.3465011,-24.86463111,17536,0.068,7.83,176,BUNDABERG - GIN GIN ROAD,0,0.61
120757,Queen St (Nth of Fagg St)  T/dist 1.18,152.34494,-24.85797,13095,0.866,4.49,176,BUNDABERG - GIN GIN ROAD,0.61,1.78
120811,Near Tropical Wines  T/dist 3.494,152.3248003,-24.85041007,14198,3.494,10.81,176,BUNDABERG - GIN GIN ROAD,1.78,3.977
120814,Oakwood B'berg side of 179  T/dist 5.048,152.305435,-24.850587,9994,5.599,10.92,176,BUNDABERG - GIN GIN ROAD,3.977,5.958
120816,West of Rosedale Rd (179)   T/dist 6.198,152.29994,-24.849973,5580,6.202,10.82,176,BUNDABERG - GIN GIN ROAD,5.958,18.076
120900,2.5km N/E of Bingera Mill  T/dist 18.41,152.213965,-24.913425,2764,18.448,12.58,176,BUNDABERG - GIN GIN ROAD,18.076,23.568
120020,Near Banana Farm   T/dist 33.342,152.089872,-24.957417,2819,33.255,15.22,176,BUNDABERG - GIN GIN ROAD,23.568,34.23
120948,West/Gin Gin High T/dist 47.586,151.9657691,-24.99353311,3299,47.696,13.24,176,BUNDABERG - GIN GIN ROAD,34.23,48.451
121039,North of 176   T/dist 0.343,152.317225,-24.847593,4966,0.352,8.55,1761,MOORE PARK ROAD,0,3.381
120812,South of Booyan Rd   T/dist 10.199,152.27323,-24.75832,3609,11.231,8.02,1761,MOORE PARK ROAD,3.381,11.655
120813,Near Croome Creek    T/dist 12.868,152.27852,-24.748415,2694,12.862,7.03,1761,MOORE PARK ROAD,11.655,15.428
122087,The Trees Section of the Ring Road,152.3432359,-24.91153968,3496,4.4,14.81,177,BUNDABERG RING ROAD,0,6.89
122088,Between Lovers Walk & Elliott Hds Rd,152.390131,-24.88724805,5290,10.2,14.47,177,BUNDABERG RING ROAD,6.89,10.562
122089,Between Kepnock Rd & FE Walker St Link,152.3853032,-24.87195787,6451,12,12.45,177,BUNDABERG RING ROAD,10.562,12.362
122090,Between FE Walker St & Telegraph Rd,152.3871848,-24.86312656,4800,13,9.85,177,BUNDABERG RING ROAD,12.362,13.411
122091,Between Telegraph Rd & Bargara Rd,152.385636,-24.85623688,2990,13.8,11.81,177,BUNDABERG RING ROAD,13.411,14.3
120810,420m North of 179/176 Int  T/dist 0.21,152.300953,-24.846283,5282,0.355,11.16,179,BUNDABERG - MIRIAM VALE ROAD,0,4.518
